ranking,playerId,playerName,playerImageUrl,weight,height,backNumber,isRetire,isPlayer,osId,profile,enable,teamId,teamName,teamShortName,teamImageUrl,seasonId,year,upperCategoryId,categoryId,league,division,pitcherEra,pitcherWin,pitcherLose,pitcherSave,pitcherHold,pitcherGameCount,pitcherInning,pitcherKk,pitcherHit,pitcherHr,pitcherR,pitcherEr,pitcherBb,pitcherHp,pitcherWra,pitcherQs,pitcherWhip,pitcherInningKk,pitcherInningBb,pitcherKkBbRate,pitcherPaKkRate,pitcherPaBbRate,pitcherWpa,pitcherWar,pitcherStart,pitcherPitchCount,isQualified,isKoreanPlayer,collect_year,sort_source
1.0,63939,찰리,https://sports-phinf.pstatic.net/player/kbo/default/63939.png,93,190,11,N,Y,,,Y,NC,NC,NC,https://sports-phinf.pstatic.net/team/kbo/default/NC.png?type=f92_88,2013,2013,kbaseball,kbo,,,2.47619,11,7,0,0,29,189,116,175,6,60,52,60,14,0.61111111111,23,1.24,5.52,2.86,1.9300000000000002,14.7,7.6,0.0,0.0,,,True,False,2013,pitcherWar
2.0,60263,이재학,https://sports-phinf.pstatic.net/player/kbo/default/60263.png,84,181,51,N,Y,176151,"{""name"":""이재학"",""image"":""https://ssl.pstatic.net/sstatic/people/profileImg/t/3bb18fee-c77d-40c9-9c1d-138029afbf2a.png"",""teamName"":""NC 다이노스"",""teamCode"":""NC"",""position"":""투수"",""backNumber"":""51"",""retire"":null,""job"":[""야구선수""],""viewName"":"""",""keyword"":""이재학"",""os"":176151}",Y,NC,NC,NC,https://sports-phinf.pstatic.net/team/kbo/default/NC.png?type=f92_88,2013,2013,kbaseball,kbo,,,2.88462,10,5,1,0,27,156,144,123,12,53,50,59,14,0.66666666666,17,1.17,8.31,3.4,2.44,22.3,9.1,0.0,0.0,,,True,False,2013,pitcherWar
3.0,63810,세든,https://sports-phinf.pstatic.net/player/kbo/default/63810.png,100,193,54,N,Y,132205,"{""name"":""크리스 세든"",""image"":""https://ssl.pstatic.net/sstatic/people/199/201603071057371721.jpg"",""teamName"":null,""teamCode"":null,""position"":null,""backNumber"":null,""retire"":""Y"",""job"":[""야구코치"",""야구선수""],""viewName"":""Chris Seddon, Christopher Jon Seddon"",""keyword"":""크리스세든"",""os"":132205}",Y,SK,SK,SK,https://sports-phinf.pstatic.net/team/kbo/default/SK.png?type=f92_88,2013,2013,kbaseball,kbo,,,2.97865,14,6,0,0,30,187 1/3,160,169,14,65,62,73,11,0.7,19,1.29,7.6899999999999995,3.51,2.19,20.5,9.4,0.0,0.0,,,True,False,2013,pitcherWar
4.0,61158,리즈,https://sports-phinf.pstatic.net/player/kbo/default/61158.png,87,185,58,N,Y,,,Y,LG,LG,LG,https://sports-phinf.pstatic.net/team/kbo/default/LG.png?type=f92_88,2013,2013,kbaseball,kbo,,,3.06414,10,13,0,0,32,202 2/3,188,153,11,78,69,88,20,0.43478260869,22,1.19,8.35,3.91,2.14,22.5,10.5,0.0,0.0,,,True,False,2013,pitcherWar
5.0,74454,윤성환,https://sports-phinf.pstatic.net/player/kbo/default/74454.png,88,183,1,N,Y,98789,"{""name"":""윤성환"",""image"":""https://ssl.pstatic.net/sstatic/people/124/202006161928562391.png"",""teamName"":null,""teamCode"":null,""position"":null,""backNumber"":null,""retire"":""Y"",""job"":[""야구선수""],""viewName"":"""",""keyword"":""윤성환"",""os"":98789}",Y,SS,삼성,삼성,https://sports-phinf.pstatic.net/team/kbo/default/SS.png?type=f92_88,2013,2013,kbaseball,kbo,,,3.26953,13,8,0,0,27,170 2/3,122,167,16,69,62,37,4,0.61904761904,17,1.2,6.43,1.95,3.3,17.4,5.3,0.0,0.0,,,True,False,2013,pitcherWar
6.0,77199,옥스프링,https://sports-phinf.pstatic.net/player/kbo/default/77199.png,90,183,32,N,Y,,,Y,LT,롯데,롯데,https://sports-phinf.pstatic.net/team/kbo/default/LT.png?type=f92_88,2013,2013,kbaseball,kbo,,,3.28909,13,7,0,0,30,183 1/3,144,164,10,79,67,69,11,0.65,22,1.27,7.07,3.39,2.09,18.6,8.9,0.0,0.0,,,True,False,2013,pitcherWar
7.0,79229,유희관,https://sports-phinf.pstatic.net/player/kbo/default/79229.png,88,180,29,Y,Y,163788,"{""name"":""유희관"",""image"":""https://ssl.pstatic.net/sstatic/people/portrait/202202/20220221173459582.jpg"",""teamName"":null,""teamCode"":null,""position"":null,""backNumber"":null,""retire"":""Y"",""job"":[""전 야구선수""],""viewName"":"""",""keyword"":""유희관"",""os"":163788}",Y,OB,두산,두산,https://sports-phinf.pstatic.net/team/kbo/default/OB.png?type=f92_88,2013,2013,kbaseball,kbo,,,3.52982,10,7,1,3,41,145 1/3,96,141,7,60,57,52,7,0.58823529411,7,1.33,5.9399999999999995,3.22,1.85,15.7,8.5,0.0,0.0,,,True,False,2013,pitcherWar
8.0,62597,유먼,https://sports-phinf.pstatic.net/player/kbo/default/62597.png,100,195,42,N,Y,135629,"{""name"":""쉐인 유먼"",""image"":""https://ssl.pstatic.net/sstatic/people/181/201504021412371001.jpg"",""teamName"":null,""teamCode"":null,""position"":null,""backNumber"":null,""retire"":""Y"",""job"":[""야구선수""],""viewName"":""Shane Youman, Shane Demond Youman"",""keyword"":""쉐인유먼"",""os"":135629}",Y,LT,롯데,롯데,https://sports-phinf.pstatic.net/team/kbo/default/LT.png?type=f92_88,2013,2013,kbaseball,kbo,,,3.53793,13,4,0,0,31,193 1/3,141,186,19,81,76,78,5,0.76470588235,24,1.37,6.5600000000000005,3.63,1.81,17.0,9.4,0.0,0.0,,,True,False,2013,pitcherWar
9.0,63938,해커,https://sports-phinf.pstatic.net/player/kbo/default/63938.png,104,185,0,N,Y,552698,"{""name"":""에릭 해커"",""image"":""https://ssl.pstatic.net/sstatic/people/181/201807031732428091.png"",""teamName"":null,""teamCode"":null,""position"":null,""backNumber"":null,""retire"":""Y"",""job"":[""야구선수""],""viewName"":""Eric Lynn Hacker"",""keyword"":""에릭해커"",""os"":552698}",Y,NC,NC,NC,https://sports-phinf.pstatic.net/team/kbo/default/NC.png?type=f92_88,2013,2013,kbaseball,kbo,,,3.63364,4,11,0,0,27,178 1/3,127,163,12,83,72,50,17,0.26666666666,16,1.19,6.41,2.52,2.54,17.1,6.7,0.0,0.0,,,True,False,2013,pitcherWar
10.0,62322,밴헤켄,https://sports-phinf.pstatic.net/player/kbo/default/62322.png,90,193,22,N,Y,285367,"{""name"":""앤디 밴 헤켄"",""image"":""https://ssl.pstatic.net/sstatic/people/139/20170621141247231.png"",""teamName"":""퉁이 라이온스"",""teamCode"":"""",""position"":""투수"",""backNumber"":""36"",""retire"":null,""job"":[""야구선수""],""viewName"":""Andy Van Hekken"",""keyword"":""앤디밴헤켄"",""os"":285367}",Y,WO,넥센,넥센,https://sports-phinf.pstatic.net/team/kbo/default/WO.png?type=f92_88,2013,2013,kbaseball,kbo,,,3.7299,12,10,0,0,29,161 2/3,137,178,11,78,67,58,10,0.54545454545,16,1.46,7.63,3.23,2.36,19.4,8.2,0.0,0.0,,,True,False,2013,pitcherWar
11.0,77591,송승준,https://sports-phinf.pstatic.net/player/kbo/default/77591.png,106,184,21,Y,Y,100809,"{""name"":""송승준"",""image"":""https://ssl.pstatic.net/sstatic/people/36/202103302005208691.png"",""teamName"":null,""teamCode"":null,""position"":null,""backNumber"":null,""retire"":""Y"",""job"":[""전 야구선수""],""viewName"":"""",""keyword"":""송승준"",""os"":100809}",Y,LT,롯데,롯데,https://sports-phinf.pstatic.net/team/kbo/default/LT.png?type=f92_88,2013,2013,kbaseball,kbo,,,3.75746,12,6,0,0,29,167 2/3,133,171,11,74,70,64,4,0.66666666666,13,1.4,7.14,3.44,2.08,18.5,8.9,0.0,0.0,,,True,False,2013,pitcherWar
12.0,73211,노경은,https://sports-phinf.pstatic.net/player/kbo/default/73211.png,100,187,38,N,Y,96567,"{""name"":""노경은"",""image"":""https://ssl.pstatic.net/sstatic/people/profileImg/t/99b4adc7-55c2-4751-821d-790c596a86c9.png"",""teamName"":""SSG 랜더스"",""teamCode"":""SK"",""position"":""투수"",""backNumber"":""38"",""retire"":null,""job"":[""야구선수""],""viewName"":"""",""keyword"":""노경은"",""os"":96567}",Y,OB,두산,두산,https://sports-phinf.pstatic.net/team/kbo/default/OB.png?type=f92_88,2013,2013,kbaseball,kbo,,,3.84288,10,10,0,0,30,180 1/3,153,171,16,88,77,75,6,0.5,18,1.3599999999999999,7.64,3.74,2.04,20.0,9.8,0.0,0.0,,,True,False,2013,pitcherWar
13.0,74838,윤희상,https://sports-phinf.pstatic.net/player/kbo/default/74838.png,90,193,66,Y,Y,98812,"{""name"":""윤희상"",""image"":""https://ssl.pstatic.net/sstatic/people/145/20200331155159731.png"",""teamName"":null,""teamCode"":null,""position"":null,""backNumber"":null,""retire"":""Y"",""job"":[""전 야구선수""],""viewName"":"""",""keyword"":""윤희상"",""os"":98812}",Y,SK,SK,SK,https://sports-phinf.pstatic.net/team/kbo/default/SK.png?type=f92_88,2013,2013,kbaseball,kbo,,,3.86564,8,6,0,0,25,151 1/3,120,147,17,72,65,44,7,0.57142857142,15,1.26,7.14,2.62,2.73,18.7,6.9,0.0,0.0,,,True,False,2013,pitcherWar
14.0,73117,우규민,https://sports-phinf.pstatic.net/player/kbo/default/73117.png,75,184,12,N,Y,96698,"{""name"":""우규민"",""image"":""https://ssl.pstatic.net/sstatic/people/profileImg/t/d651daf1-9eb3-49f5-88f9-bd83211de2e0.png"",""teamName"":""kt wiz"",""teamCode"":""KT"",""position"":""투수"",""backNumber"":""12"",""retire"":null,""job"":[""야구선수""],""viewName"":"""",""keyword"":""우규민"",""os"":96698}",Y,LG,LG,LG,https://sports-phinf.pstatic.net/team/kbo/default/LG.png?type=f92_88,2013,2013,kbaseball,kbo,,,3.9095,10,8,0,2,30,147 1/3,92,162,5,67,64,31,12,0.55555555555,9,1.31,5.62,1.8900000000000001,2.9699999999999998,14.5,4.9,0.0,0.0,,,True,False,2013,pitcherWar
15.0,63432,밴덴헐크,https://sports-phinf.pstatic.net/player/kbo/default/63432.png,104,198,32,N,Y,,,Y,SS,삼성,삼성,https://sports-phinf.pstatic.net/team/kbo/default/SS.png?type=f92_88,2013,2013,kbaseball,kbo,,,3.94664,7,9,0,0,24,143 2/3,137,127,11,67,63,48,11,0.4375,15,1.22,8.58,3.01,2.85,22.4,7.8,0.0,0.0,,,True,False,2013,pitcherWar
16.0,61727,바티스타,https://sports-phinf.pstatic.net/player/kbo/default/61727.png,86,198,26,N,Y,136548,"{""name"":""데니 바티스타"",""image"":""https://ssl.pstatic.net/sstatic/people/83/201406241216569721.jpg"",""teamName"":null,""teamCode"":null,""position"":null,""backNumber"":null,""retire"":""Y"",""job"":[""야구선수""],""viewName"":""Denny Bautista, Denny M. Bautista"",""keyword"":""데니바티스타"",""os"":136548}",Y,HH,한화,한화,https://sports-phinf.pstatic.net/team/kbo/default/HH.png?type=f92_88,2013,2013,kbaseball,kbo,,,4.19722,7,7,0,0,29,143 2/3,150,141,9,77,67,70,13,0.5,7,1.47,9.4,4.39,2.14,23.4,10.9,0.0,0.0,,,True,False,2013,pitcherWar
17.0,79358,강윤구,https://sports-phinf.pstatic.net/player/kbo/default/79358.png,89,183,17,Y,Y,165261,"{""name"":""강리호"",""image"":""https://ssl.pstatic.net/sstatic/people/profileImg/5220bb1e-b743-4a97-bfe7-6ccb90c89b87.jpg"",""teamName"":""가평 웨일스"",""teamCode"":"""",""position"":""투수"",""backNumber"":"""",""retire"":null,""job"":[""전 야구선수""],""viewName"":""姜利澔"",""keyword"":""강리호"",""os"":165261}",Y,WO,넥센,넥센,https://sports-phinf.pstatic.net/team/kbo/default/WO.png?type=f92_88,2013,2013,kbaseball,kbo,,,4.36154,6,6,0,7,41,130,131,112,6,69,63,75,8,0.5,4,1.44,9.07,5.19,1.75,23.1,13.2,0.0,0.0,,,True,False,2013,pitcherWar
18.0,76355,장원삼,https://sports-phinf.pstatic.net/player/kbo/default/76355.png,81,181,19,Y,Y,105151,"{""name"":""장원삼"",""image"":""https://ssl.pstatic.net/sstatic/people/114/202003231539504581.png"",""teamName"":null,""teamCode"":null,""position"":null,""backNumber"":null,""retire"":""Y"",""job"":[""전 야구선수""],""viewName"":"""",""keyword"":""장원삼"",""os"":105151}",Y,SS,삼성,삼성,https://sports-phinf.pstatic.net/team/kbo/default/SS.png?type=f92_88,2013,2013,kbaseball,kbo,,,4.38312,13,10,1,0,27,154,104,165,21,85,75,42,9,0.5652173913,14,1.34,6.08,2.45,2.48,15.8,6.4,0.0,0.0,,,True,False,2013,pitcherWar
19.0,79430,나이트,https://sports-phinf.pstatic.net/player/kbo/default/79430.png,88,183,24,N,Y,,,Y,WO,넥센,넥센,https://sports-phinf.pstatic.net/team/kbo/default/WO.png?type=f92_88,2013,2013,kbaseball,kbo,,,4.4305,12,10,0,0,30,172 2/3,129,192,10,96,85,79,14,0.54545454545,15,1.5699999999999998,6.72,4.12,1.63,16.8,10.3,0.0,0.0,,,True,False,2013,pitcherWar
20.0,77829,김광현,https://sports-phinf.pstatic.net/player/kbo/default/77829.png,88,188,29,N,Y,124164,"{""name"":""김광현"",""image"":""https://ssl.pstatic.net/sstatic/people/profileImg/t/8cf39918-9e2c-41ef-b79e-3a51cb54ff7d.png"",""teamName"":""SSG 랜더스"",""teamCode"":""SK"",""position"":""투수"",""backNumber"":""29"",""retire"":null,""job"":[""야구선수""],""viewName"":"""",""keyword"":""김광현"",""os"":124164}",Y,SK,SK,SK,https://sports-phinf.pstatic.net/team/kbo/default/SK.png?type=f92_88,2013,2013,kbaseball,kbo,,,4.46617,10,9,0,0,25,133,102,128,12,72,66,68,4,0.52631578947,9,1.47,6.9,4.6,1.5,17.6,11.7,0.0,0.0,,,True,False,2013,pitcherWar
21.0,70425,배영수,https://sports-phinf.pstatic.net/player/kbo/default/70425.png,97,184,25,Y,Y,96628,"{""name"":""배영수"",""image"":""https://ssl.pstatic.net/sstatic/people/profileImg/t/a0eb5451-45ff-4411-af00-e705ca7a52aa.png"",""teamName"":""SSG 랜더스"",""teamCode"":""SK"",""position"":"""",""backNumber"":""81"",""retire"":null,""job"":[""야구코치"",""전 야구선수""],""viewName"":"""",""keyword"":""배영수"",""os"":96628}",Y,SS,삼성,삼성,https://sports-phinf.pstatic.net/team/kbo/default/SS.png?type=f92_88,2013,2013,kbaseball,kbo,,,4.70861,14,4,0,0,27,151,101,193,9,83,79,38,14,0.77777777777,13,1.53,6.02,2.26,2.66,15.1,5.7,0.0,0.0,,,True,False,2013,pitcherWar
22.0,63857,레이예스,https://sports-phinf.pstatic.net/player/kbo/default/63857.png,97,189,57,N,Y,,,Y,SK,SK,SK,https://sports-phinf.pstatic.net/team/kbo/default/SK.png?type=f92_88,2013,2013,kbaseball,kbo,,,4.83815,8,13,0,0,30,173,135,157,15,99,93,91,7,0.38095238095,15,1.43,7.02,4.73,1.48,18.0,12.1,0.0,0.0,,,True,False,2013,pitcherWar
23.0,77748,김혁민,https://sports-phinf.pstatic.net/player/kbo/default/77748.png,94,187,18,Y,Y,129011,"{""name"":""김혁민"",""image"":""https://ssl.pstatic.net/sstatic/people/150/201803051407001741.png"",""teamName"":null,""teamCode"":null,""position"":null,""backNumber"":null,""retire"":""Y"",""job"":[""야구코치"",""전 야구선수""],""viewName"":"""",""keyword"":""김혁민"",""os"":129011}",Y,HH,한화,한화,https://sports-phinf.pstatic.net/team/kbo/default/HH.png?type=f92_88,2013,2013,kbaseball,kbo,,,5.4,5,10,0,11,42,146 2/3,96,142,25,93,88,60,12,0.33333333333,7,1.38,5.89,3.68,1.6,15.1,9.4,0.0,0.0,,,True,False,2013,pitcherWar
24.0,62698,소사,https://sports-phinf.pstatic.net/player/kbo/default/62698.png,95,185,61,N,Y,318450,"{""name"":""헨리 소사"",""image"":""https://ssl.pstatic.net/sstatic/people/89/201906251132113571.png"",""teamName"":null,""teamCode"":null,""position"":null,""backNumber"":null,""retire"":""Y"",""job"":[""야구선수""],""viewName"":""Henry Sosa"",""keyword"":""헨리소사"",""os"":318450}",Y,HT,KIA,KIA,https://sports-phinf.pstatic.net/team/kbo/default/HT.png?type=f92_88,2013,2013,kbaseball,kbo,,,5.46559,9,9,0,1,29,164 2/3,143,196,11,111,100,68,9,0.5,10,1.6,7.82,3.7199999999999998,2.1,19.1,9.1,0.0,0.0,,,True,False,2013,pitcherWar
25.0,63737,이브랜드,https://sports-phinf.pstatic.net/player/kbo/default/63737.png,105,186,37,N,Y,,,Y,HH,한화,한화,https://sports-phinf.pstatic.net/team/kbo/default/HH.png?type=f92_88,2013,2013,kbaseball,kbo,,,5.53578,6,14,0,0,32,172 1/3,129,190,7,110,106,65,10,0.3,12,1.48,6.74,3.39,1.98,17.0,8.6,0.0,0.0,,,True,False,2013,pitcherWar
,62868,임치영,https://sports-phinf.pstatic.net/player/kbo/default/62868.png,80,180,12,N,Y,191208,"{""name"":""임치영"",""image"":""https://ssl.pstatic.net/sstatic/people/5/201705191042588991.jpg"",""teamName"":null,""teamCode"":null,""position"":null,""backNumber"":null,""retire"":""Y"",""job"":[""야구선수""],""viewName"":""임치영, Limchiyoung"",""keyword"":""임치영"",""os"":191208}",Y,SK,SK,SK,https://sports-phinf.pstatic.net/team/kbo/default/SK.png?type=f92_88,2013,2013,kbaseball,kbo,,,36.0,0,1,0,0,2,1,0,5,0,4,4,1,0,0.0,0,6.0,0.0,9.0,0.0,0.0,11.1,0.0,0.0,,,False,False,2013,pitcherWar
,63248,함덕주,https://sports-phinf.pstatic.net/player/kbo/default/63248.png,78,181,11,N,Y,285842,"{""name"":""함덕주"",""image"":""https://ssl.pstatic.net/sstatic/people/profileImg/t/a53dc06c-5b7f-4294-baeb-1a1ba5e7f5cf.png"",""teamName"":""LG 트윈스"",""teamCode"":""LG"",""position"":""투수"",""backNumber"":""11"",""retire"":null,""job"":[""야구선수""],""viewName"":"""",""keyword"":""함덕주"",""os"":285842}",Y,OB,두산,두산,https://sports-phinf.pstatic.net/team/kbo/default/OB.png?type=f92_88,2013,2013,kbaseball,kbo,,,33.75,0,0,0,0,3,1 1/3,2,6,0,5,5,2,0,0.0,0,6.0,13.5,13.5,1.0,16.7,16.7,0.0,0.0,,,False,False,2013,pitcherWar
,63936,윤강민,https://sports-phinf.pstatic.net/player/kbo/default/63936.png,83,183,43,Y,Y,474196,"{""name"":""윤강민"",""image"":""https://ssl.pstatic.net/sstatic/people/33/202003271031366501.png"",""teamName"":null,""teamCode"":null,""position"":null,""backNumber"":null,""retire"":""Y"",""job"":[""전 야구선수""],""viewName"":"""",""keyword"":""윤강민"",""os"":474196}",Y,NC,NC,NC,https://sports-phinf.pstatic.net/team/kbo/default/NC.png?type=f92_88,2013,2013,kbaseball,kbo,,,27.0,0,0,0,0,1,1,0,3,0,3,3,1,0,0.0,0,4.0,0.0,9.0,0.0,0.0,14.3,0.0,0.0,,,False,False,2013,pitcherWar
,73825,이영욱,https://sports-phinf.pstatic.net/player/kbo/default/73825.png,94,191,41,Y,Y,96731,"{""name"":""이영욱"",""image"":""https://ssl.pstatic.net/sstatic/people/profileImg/t/ca046897-3c3a-4acb-a43e-638809f9af28.png"",""teamName"":""SSG 랜더스"",""teamCode"":""SK"",""position"":"""",""backNumber"":""79"",""retire"":null,""job"":[""야구코치"",""전 야구선수""],""viewName"":"""",""keyword"":""이영욱"",""os"":96731}",Y,SK,SK,SK,https://sports-phinf.pstatic.net/team/kbo/default/SK.png?type=f92_88,2013,2013,kbaseball,kbo,,,27.0,0,0,0,0,1,1,1,2,1,3,3,0,1,0.0,0,2.0,9.0,0.0,99.99,16.7,0.0,0.0,0.0,,,False,False,2013,pitcherWar
,73632,임준혁,https://sports-phinf.pstatic.net/player/kbo/default/73632.png,100,182,21,Y,Y,98912,"{""name"":""임준혁"",""image"":""https://ssl.pstatic.net/sstatic/people/36/201705191334155981.jpg"",""teamName"":null,""teamCode"":null,""position"":null,""backNumber"":null,""retire"":""Y"",""job"":[""전 야구선수""],""viewName"":"""",""keyword"":""임준혁"",""os"":98912}",Y,HT,KIA,KIA,https://sports-phinf.pstatic.net/team/kbo/default/HT.png?type=f92_88,2013,2013,kbaseball,kbo,,,27.0,0,0,0,0,1,1,1,4,0,3,3,1,0,0.0,0,5.0,9.0,9.0,1.0,12.5,12.5,0.0,0.0,,,False,False,2013,pitcherWar
,63465,카리대,https://sports-phinf.pstatic.net/player/kbo/default/63465.png,89,178,41,N,Y,,,Y,SS,삼성,삼성,https://sports-phinf.pstatic.net/team/kbo/default/SS.png?type=f92_88,2013,2013,kbaseball,kbo,,,27.0,0,1,0,0,3,2 1/3,1,8,0,7,7,6,0,0.0,0,6.0,3.86,23.14,0.17,4.8,28.6,0.0,0.0,,,False,False,2013,pitcherWar
,60264,정대현,https://sports-phinf.pstatic.net/player/kbo/default/60264.png,97,186,25,N,Y,172078,"{""name"":""정대현"",""image"":""https://ssl.pstatic.net/sstatic/people/71/202003261433366081.png"",""teamName"":null,""teamCode"":null,""position"":null,""backNumber"":null,""retire"":""Y"",""job"":[""야구선수""],""viewName"":"""",""keyword"":""정대현"",""os"":172078}",Y,OB,두산,두산,https://sports-phinf.pstatic.net/team/kbo/default/OB.png?type=f92_88,2013,2013,kbaseball,kbo,,,18.4091,0,0,0,0,5,7 1/3,2,21,1,15,15,6,0,0.0,0,3.68,2.45,7.36,0.33,4.2,12.5,0.0,0.0,,,False,False,2013,pitcherWar
,61215,안규영,https://sports-phinf.pstatic.net/player/kbo/default/61215.png,85,185,20,N,Y,189012,"{""name"":""안규영"",""image"":""https://ssl.pstatic.net/sstatic/people/160/201704061617437021.jpg"",""teamName"":null,""teamCode"":null,""position"":null,""backNumber"":null,""retire"":""Y"",""job"":[""야구선수""],""viewName"":"""",""keyword"":""안규영"",""os"":189012}",Y,OB,두산,두산,https://sports-phinf.pstatic.net/team/kbo/default/OB.png?type=f92_88,2013,2013,kbaseball,kbo,,,14.2941,0,0,0,0,3,5 2/3,3,11,3,9,9,6,0,0.0,0,3.0,4.76,9.53,0.5,9.4,18.8,0.0,0.0,,,False,False,2013,pitcherWar
,77318,장시환,https://sports-phinf.pstatic.net/player/kbo/default/77318.png,97,184,28,N,Y,128980,"{""name"":""장시환"",""image"":""https://ssl.pstatic.net/sstatic/people/profileImg/t/b7f3c3db-612a-4b61-9070-d9244004c894.png"",""teamName"":""LG 트윈스"",""teamCode"":""LG"",""position"":""투수"",""backNumber"":""28"",""retire"":null,""job"":[""야구선수""],""viewName"":"""",""keyword"":""장시환"",""os"":128980}",Y,WO,넥센,넥센,https://sports-phinf.pstatic.net/team/kbo/default/WO.png?type=f92_88,2013,2013,kbaseball,kbo,,,14.2941,0,0,0,0,2,5 2/3,7,7,1,9,9,7,0,0.0,0,2.4699999999999998,11.12,11.12,1.0,21.9,21.9,0.0,0.0,,,False,False,2013,pitcherWar
,76822,이한진,https://sports-phinf.pstatic.net/player/kbo/default/76822.png,95,191,21,N,Y,,,Y,SK,SK,SK,https://sports-phinf.pstatic.net/team/kbo/default/SK.png?type=f92_88,2013,2013,kbaseball,kbo,,,13.5,0,0,0,0,4,2 2/3,1,5,0,4,4,0,1,0.0,0,1.88,3.38,0.0,99.99,7.1,0.0,0.0,0.0,,,False,False,2013,pitcherWar
,63950,장현식,https://sports-phinf.pstatic.net/player/kbo/default/63950.png,91,181,50,N,Y,481915,"{""name"":""장현식"",""image"":""https://ssl.pstatic.net/sstatic/people/profileImg/t/1f85145a-7e38-45a7-bfbe-08c99c3ce261.png"",""teamName"":""LG 트윈스"",""teamCode"":""LG"",""position"":""투수"",""backNumber"":""50"",""retire"":null,""job"":[""야구선수""],""viewName"":"""",""keyword"":""장현식"",""os"":481915}",Y,NC,NC,NC,https://sports-phinf.pstatic.net/team/kbo/default/NC.png?type=f92_88,2013,2013,kbaseball,kbo,,,13.5,0,0,0,0,2,2,0,6,0,3,3,0,0,0.0,0,3.0,0.0,0.0,99.99,0.0,0.0,0.0,0.0,,,False,False,2013,pitcherWar
,71851,김건한,https://sports-phinf.pstatic.net/player/kbo/default/71851.png,82,182,49,N,Y,96742,"{""name"":""김건한"",""image"":""https://ssl.pstatic.net/sstatic/people/37/201603031754104191.jpg"",""teamName"":null,""teamCode"":null,""position"":null,""backNumber"":null,""retire"":""Y"",""job"":[""야구선수""],""viewName"":"""",""keyword"":""김건한"",""os"":96742}",Y,SS,삼성,삼성,https://sports-phinf.pstatic.net/team/kbo/default/SS.png?type=f92_88,2013,2013,kbaseball,kbo,,,12.5581,1,0,0,0,11,14 1/3,12,31,1,20,20,11,0,1.0,0,2.93,7.53,6.91,1.09,14.3,13.1,0.0,0.0,,,False,False,2013,pitcherWar
,63619,손동욱,https://sports-phinf.pstatic.net/player/kbo/default/63619.png,95,184,50,Y,Y,481910,"{""name"":""손동욱"",""image"":""https://ssl.pstatic.net/sstatic/people/192/201902121533555231.png"",""teamName"":null,""teamCode"":null,""position"":null,""backNumber"":null,""retire"":""Y"",""job"":[""전 야구선수""],""viewName"":"""",""keyword"":""손동욱"",""os"":481910}",Y,HT,KIA,KIA,https://sports-phinf.pstatic.net/team/kbo/default/HT.png?type=f92_88,2013,2013,kbaseball,kbo,,,12.3429,0,0,0,0,13,11 2/3,10,15,2,16,16,10,2,0.0,0,2.14,7.71,7.71,1.0,16.4,16.4,0.0,0.0,,,False,False,2013,pitcherWar
,61495,명재철,https://sports-phinf.pstatic.net/player/kbo/default/61495.png,95,178,98,N,Y,,,Y,HH,한화,한화,https://sports-phinf.pstatic.net/team/kbo/default/HH.png?type=f92_88,2013,2013,kbaseball,kbo,,,12.0,0,0,0,0,3,3,1,6,0,4,4,2,1,0.0,0,2.67,3.0,6.0,0.5,5.9,11.8,0.0,0.0,,,False,False,2013,pitcherWar
,77746,정민혁,https://sports-phinf.pstatic.net/player/kbo/default/77746.png,75,178,16,N,Y,,,Y,HH,한화,한화,https://sports-phinf.pstatic.net/team/kbo/default/HH.png?type=f92_88,2013,2013,kbaseball,kbo,,,12.0,0,0,0,0,3,3,3,5,0,4,4,3,3,0.0,0,2.67,9.0,9.0,1.0,15.8,15.8,0.0,0.0,,,False,False,2013,pitcherWar
,98259,이혜천,https://sports-phinf.pstatic.net/player/kbo/default/98259.png,90,184,59,N,Y,,,Y,OB,두산,두산,https://sports-phinf.pstatic.net/team/kbo/default/OB.png?type=f92_88,2013,2013,kbaseball,kbo,,,11.5714,0,1,0,0,13,9 1/3,7,16,0,12,12,7,5,0.0,0,2.46,6.75,6.75,1.0,13.0,13.0,0.0,0.0,,,False,False,2013,pitcherWar
,77251,임태훈,https://sports-phinf.pstatic.net/player/kbo/default/77251.png,83,182,51,N,Y,,,Y,OB,두산,두산,https://sports-phinf.pstatic.net/team/kbo/default/OB.png?type=f92_88,2013,2013,kbaseball,kbo,,,11.3226,1,1,0,0,9,10 1/3,13,18,1,13,13,11,0,0.5,0,2.81,11.32,9.58,1.18,21.7,18.3,0.0,0.0,,,False,False,2013,pitcherWar
,62637,박지훈,https://sports-phinf.pstatic.net/player/kbo/default/62637.png,85,182,37,N,Y,248844,"{""name"":""박지훈"",""image"":""https://ssl.pstatic.net/sstatic/people/8/201804131644577011.png"",""teamName"":null,""teamCode"":null,""position"":null,""backNumber"":null,""retire"":""Y"",""job"":[""야구선수""],""viewName"":"""",""keyword"":""박지훈"",""os"":248844}",Y,HT,KIA,KIA,https://sports-phinf.pstatic.net/team/kbo/default/HT.png?type=f92_88,2013,2013,kbaseball,kbo,,,10.9213,2,1,1,4,35,29 2/3,27,48,6,36,36,22,1,0.66666666666,0,2.36,8.19,6.67,1.23,17.4,14.2,0.0,0.0,,,False,False,2013,pitcherWar
